user_id,age,days_since_signup,past_purchases,is_treatment,time_spent_mins,is_retained
66,48,278,2,0,14.987110981029048,0
67,34,97,0,0,19.99270783258445,0
68,45,117,3,1,27.539846611484492,1
69,38,319,1,1,26.361502630719905,0
70,28,261,0,1,16.526128895927464,1
71,38,303,0,1,10.884150952695272,0
72,50,91,2,1,23.994479266992933,1
73,34,306,0,1,21.47484864463678,1
74,50,226,1,1,16.444518576192365,0
75,18,85,4,0,27.25305941946678,0
76,43,15,2,0,20.315409530670642,0
77,35,210,1,0,16.180999352236604,1
78,32,49,1,0,24.11882245129171,1
79,35,342,0,0,19.461064328952958,1
80,18,167,2,0,20.72349279477306,1
81,32,114,4,1,20.883637662492177,1
82,38,70,3,1,27.10328873389844,0
83,49,109,5,0,28.150094073762027,1
84,29,16,2,0,20.928006517482338,0
85,26,310,1,1,24.49082516841183,1
86,29,348,1,1,20.566298958874786,0
87,44,158,3,0,18.614243258783656,0
88,38,330,1,0,18.571512037222202,1
89,29,67,5,1,35.09686320759238,1
90,40,297,1,1,12.30174589529322,0
91,35,274,3,1,14.167190154702787,0
92,44,86,1,0,9.085850870542178,1
93,27,63,2,1,20.927074060513373,0
94,31,200,2,0,19.9620210589752,0
95,31,188,1,0,20.91940637607789,1
96,20,131,1,1,24.83822437337475,1
97,37,246,3,0,12.6248673398522,1
98,37,222,0,1,12.42070521886786,1
99,35,10,1,1,14.371880492585483,1
100,32,200,2,1,22.392290530323088,1
101,20,313,3,1,28.65924125376341,0
102,30,71,3,1,21.592554715712364,0
103,31,230,1,0,18.10424227955949,0
104,26,231,1,0,16.597978379443035,0
105,33,289,0,0,19.54319246070166,1
106,39,92,5,0,22.703649128569833,0
107,53,40,0,0,17.16455024606508,0
108,36,193,1,1,23.405622767360494,1
109,37,32,2,1,18.24043114262357,1
110,34,160,1,0,31.4297619095667,1
111,18,20,1,1,21.27975100331721,1
112,34,253,1,1,23.474225511077606,1
113,35,36,1,1,22.39199879970976,1
114,59,290,2,0,13.427913810862915,1
115,33,33,1,1,13.732952500779803,0
116,38,22,2,0,21.905491495916532,1
117,34,30,1,1,24.22560899560733,0
118,23,303,0,1,13.270150716681325,0
119,46,264,2,1,13.12133257698899,1
120,42,284,2,1,23.711501847149876,1
121,42,85,1,1,18.857175723067215,1
122,25,73,0,1,20.900541035393406,0
123,49,121,2,1,19.977558352491826,0
124,20,208,2,1,28.03242451988828,1
125,40,321,1,0,26.41844980280258,0
126,56,101,0,0,18.657961962019698,1
127,25,242,3,0,18.29795906507262,0
128,29,133,1,1,22.222720939756226,0
129,35,311,2,1,20.469055697521327,0
130,29,12,5,1,28.30096808414934,1
131,19,138,2,1,22.43237788546724,1
132,35,210,1,0,14.218017752848777,0
133,24,207,1,0,17.092697253708955,0
134,39,301,1,1,22.22629880798337,1
135,25,244,1,0,23.618830264291066,0
136,50,119,3,0,19.042851714273084,1
137,27,336,2,1,23.864237796649654,0
138,31,360,3,1,20.98095440653111,1
139,43,329,4,1,20.82571601792997,0
140,22,349,1,0,22.02620666943167,1
141,37,336,2,0,13.245337925180825,1
142,48,252,0,0,17.039803275926218,1
143,18,294,0,0,15.037070931244173,1
144,36,161,4,1,23.402268234114953,0
145,37,61,3,0,24.587661183325295,1
146,42,217,2,0,24.79966321636679,1
147,22,215,3,1,12.241386281597897,0
148,21,47,2,1,19.637460812983083,1
149,40,353,4,0,18.969536794878163,1
150,37,263,2,0,17.461923326912967,1
151,37,213,2,1,18.250741752000334,0
152,38,11,5,1,27.074698448288363,1
153,28,203,3,1,27.01665628910398,1
154,37,341,1,0,26.951137436646782,0
155,37,219,2,0,14.718554214846133,1
156,27,194,3,1,24.367732563073137,1
157,53,198,2,0,10.827517760386309,1
158,39,359,1,0,16.52871536585788,1
159,23,116,5,0,29.47793401325859,0
160,41,39,2,1,29.41398035642068,0
161,25,335,4,0,24.03525745007358,1
162,42,253,2,0,28.12818033098454,1
163,46,276,1,1,27.604287848235543,1
164,26,172,4,0,24.970807471435865,0
165,44,6,1,1,14.321096013252186,0
166,39,31,1,0,16.43505987287463,1
167,43,327,0,1,19.993725284900542,0
168,53,292,3,1,22.346359457997536,1
169,32,92,1,0,17.711309988435893,1
170,27,290,2,0,15.125429668496453,0
171,26,216,1,1,13.897859189572536,0
172,26,356,2,0,14.556807680448323,1
173,34,6,1,1,21.935317965399534,1
174,38,332,6,0,35.23946419789286,1
175,37,241,3,1,24.970930266463956,1
176,43,60,3,0,19.58850559588036,0
177,35,287,4,1,40.781828434410684,1
178,49,286,3,1,19.686473634511717,0
179,32,19,1,0,11.953492298583694,0
180,62,150,2,1,16.617702969014655,1
181,41,147,1,1,16.177495581547255,0
182,26,214,4,0,16.596981093136623,1
183,24,176,4,1,31.983979466978106,0
184,39,53,4,0,27.79773359286726,0
185,32,292,1,1,18.082414203847975,1
186,42,19,1,1,21.603618719414342,0
187,39,115,1,1,21.101015742878865,1
188,34,143,2,1,21.92276240171703,1
189,26,256,5,1,35.361200233771875,1
190,19,191,1,0,26.975882478822946,0
191,30,213,2,1,17.69171432725939,1
192,43,126,3,1,27.19045169263809,0
193,37,260,4,1,24.20905461557898,1
194,22,80,4,1,22.767191135873922,1
195,36,252,3,1,29.30850329826629,1
196,38,221,0,1,23.18811466645021,1
197,26,128,3,1,22.066792674237302,0
198,36,96,1,1,22.885282274821762,1
199,35,340,1,1,16.416119087803757,0
200,23,65,2,0,13.854822999296848,1
201,38,81,1,1,20.298540244356243,0
202,40,260,1,1,11.931881190990627,0
203,45,100,2,0,10.432855088391598,1
204,45,36,4,0,24.215854308470817,0
205,21,338,1,1,25.417537721604305,1
206,25,260,3,1,22.32273458156266,1
207,40,205,1,0,23.015217299354102,1
208,40,122,1,0,21.310643834590557,0
209,40,243,1,0,17.934836578966667,1
210,73,282,0,0,4.390108846878888,0
211,40,308,0,1,22.316982854488828,0
212,46,329,0,1,15.012414749600726,0
213,44,149,2,0,23.50147248629148,0
214,41,190,6,1,33.78427416744915,1
215,31,16,2,1,19.807157539569133,1
216,42,38,2,0,20.178165507319346,0
217,27,154,2,1,21.28173175461995,1
218,32,84,2,0,15.516821092907085,0
219,30,124,2,1,20.64701003103021,1
220,35,23,0,0,7.907709107613806,0
221,58,352,3,0,13.235541549732389,0
222,18,154,1,0,24.894178143590683,0
223,41,363,2,0,15.109266396941647,1
224,18,216,1,0,16.153554395875318,1
225,30,184,0,0,10.44672330349211,1
226,45,67,0,0,11.181830222427648,0
227,35,344,2,1,27.10022451652914,1
228,24,278,3,1,15.538497317936574,1
229,27,250,2,0,13.316012384484392,0
230,41,121,1,0,16.4884323043137,0
231,27,184,1,0,15.802120175448007,0
232,37,315,2,0,23.43260542625709,0
233,35,265,1,0,13.877559932946834,0
234,28,343,0,1,19.00071591879604,1
235,56,343,1,1,16.459554110674983,1
236,41,148,0,1,20.512306767745184,1
237,18,283,1,1,18.993730604277175,0
238,36,27,1,0,18.382879884302522,0
239,28,61,1,0,14.282285914056382,0
240,43,285,1,1,21.007294113945985,1
241,27,271,2,1,18.931299117164432,0
242,33,135,2,1,14.905892077748433,1
243,40,84,3,0,33.938777557429695,0
244,43,201,3,1,21.854382032602295,1
245,22,331,1,1,24.36719437254884,1
246,31,322,4,1,29.69460554184141,1
247,30,322,0,0,18.623240865773543,0
248,28,361,2,0,8.239412563624775,0
249,52,332,1,1,18.06669786575011,1
250,39,197,2,0,15.116779067134209,1
251,22,8,2,1,32.63383911310647,0
252,44,51,0,0,29.299428622624816,0
253,56,340,3,0,13.445011777860957,1
254,45,91,4,1,30.856706157528233,0
255,19,81,1,0,14.835040223919833,1
256,30,210,1,0,19.369975309677375,1
257,47,204,2,1,18.165379493569876,0
258,27,48,1,0,17.15683025151004,0
259,39,354,3,0,24.634418898914255,0
260,42,256,1,0,16.520837149089367,1
261,25,175,0,1,23.82087632377533,0
262,34,56,3,1,26.954809381255988,1
263,18,134,1,1,24.145957951041378,0
264,24,320,0,0,16.234036701730098,1
265,32,107,4,1,26.056702778459254,0
266,22,144,2,0,22.743868212898875,1
267,51,80,2,1,30.850899384167697,1
268,20,212,0,0,23.912692820152817,1
269,30,272,3,1,21.495141218494915,1
270,36,253,5,1,34.893899713052114,1
271,49,244,4,0,22.27277709002684,1
272,20,350,3,1,19.698850250068613,1
273,46,241,2,1,28.37293315346501,0
274,35,4,3,0,16.413313815921352,0
275,25,357,1,0,18.32825160845258,0
276,39,255,3,0,18.731317193115725,1
277,36,263,2,0,16.228799648673892,1
278,28,295,2,0,19.6757672743268,0
279,35,198,0,1,16.6975511125891,1
280,31,190,1,1,17.44235207845665,1
281,36,7,1,1,11.271825814896072,1
282,41,134,0,1,8.012462484306546,0
283,50,130,3,0,21.21042052864236,1
284,22,75,2,1,28.561535671587855,0
285,56,88,1,0,17.044150787600593,0
286,18,326,1,1,23.070699915068676,1
287,33,238,2,1,27.53135126424434,1
288,40,307,4,0,24.31522114924444,1
289,37,242,2,0,22.70737432501086,0
290,28,52,1,0,26.764485136801014,1
291,32,216,3,0,12.199663993557119,0
292,30,54,3,1,22.287680782752737,0
293,29,296,0,1,14.786782100117865,0
294,43,15,2,1,25.699482126341657,1
295,38,7,2,0,16.87691628891018,0
296,28,346,1,0,17.46245334837528,0
297,43,161,2,1,16.87631804043062,0
298,38,58,4,1,21.426328838524363,1
299,43,290,1,0,24.979886406694664,1
300,41,75,2,1,13.44879321073763,0
301,26,184,1,1,21.240440364822007,1
302,29,311,3,1,29.814233407159307,1
303,42,25,3,1,22.841802202294865,1
304,41,332,2,0,17.911727940387927,1
305,34,97,3,1,14.57743651217625,0
306,36,298,1,1,20.64967368434223,1
307,47,249,2,0,21.74316916795216,0
308,29,213,2,1,23.141813342715714,0
309,40,128,3,1,13.20062376938196,1
310,32,169,1,1,21.770403924814946,1
311,32,14,3,0,26.107789997485714,0
312,45,91,2,1,15.466253619371388,1
313,43,137,3,1,14.160421423575425,1
314,43,108,2,0,21.162425310132047,0
315,48,109,2,0,16.569595452034754,1
316,35,219,1,1,19.190133237564126,1
317,41,202,1,0,7.366472126670061,0
318,31,359,5,0,22.321199732905107,1
319,38,322,0,1,10.880241310649701,1
320,33,100,2,1,25.703043263045075,1
321,35,314,2,0,20.93241775562261,0
322,40,74,4,1,21.246749104067373,0
323,26,308,2,1,24.12114386126716,0
324,55,101,2,0,9.788240511442664,1
325,24,182,3,1,15.079652423603877,1
326,22,22,1,0,18.69888849002204,0
327,46,5,4,1,22.827182793341024,0
328,42,110,2,0,22.17237416372797,0
329,41,320,4,0,25.596462438811788,1
330,41,157,1,0,19.13323265302455,1
331,34,224,2,0,18.459587922986707,1
332,26,313,1,0,17.719385269525702,1
333,35,106,3,1,18.757609950674116,1
334,28,189,0,0,19.060960401527993,0
335,44,272,1,1,22.983885901634086,0
336,33,124,3,1,25.13672317688762,0
337,26,195,1,0,17.877639772886802,0
338,31,168,1,0,12.82156508801571,0
339,39,203,2,1,24.09812433439542,1
340,29,40,4,1,27.091914105052744,0
341,26,329,2,0,20.47660239604842,1
342,37,248,3,0,20.870405633204953,1
343,37,349,2,1,29.234871424004325,1
344,29,29,3,0,18.15024480910195,1
345,30,231,1,1,15.669920517439015,0
346,37,105,1,0,11.22609740528064,1
347,20,36,2,1,14.445688050335932,1
348,20,80,0,1,23.364039303013133,0
349,27,101,3,1,26.645175109020858,0
350,32,290,5,0,28.832291114104574,1
351,38,165,1,1,21.745537351875804,0
352,49,113,0,1,21.347719890621182,0
353,43,157,2,0,16.8356374615998,1
354,33,343,3,1,19.297214465233832,1
355,34,181,2,0,15.160115074283052,0
356,24,108,0,1,26.331088416876415,1
357,34,234,1,0,22.500407869903952,0
358,32,174,3,1,19.030527803587688,0
359,38,215,1,0,26.990103726109343,1
360,26,170,0,0,15.255295841246665,0
361,40,36,0,1,22.432369197235264,1
362,50,333,1,0,18.437686024034484,0
363,33,15,4,1,28.306597124834667,1
364,39,155,2,0,18.732968180793858,0
365,41,262,1,0,12.878446714092908,0
366,30,259,0,1,16.89488739085357,1
367,37,200,0,1,10.652685395125577,1
368,35,251,6,0,25.213433227457024,1
369,35,50,0,0,25.452877213798672,1
370,27,313,1,0,16.039955138757197,1
371,35,235,1,1,15.689240094928458,0
372,39,288,3,1,23.533195841527498,1
373,49,180,0,1,15.827363057639563,0
374,44,110,4,0,22.376075707698412,0
375,56,59,3,1,14.9053334583108,1
376,27,219,2,1,27.051600796273743,1
377,43,16,0,1,21.49893606399895,1
378,36,179,1,0,20.885326580837567,0
379,56,48,0,1,16.010174582487195,1
380,26,336,4,1,23.826917203441116,1
381,26,254,1,0,13.011207571752966,0
382,29,296,3,1,27.77823479130913,0
383,18,80,1,0,17.46648400001011,0
384,29,36,2,0,20.631243041582476,1
385,27,199,1,1,18.070248757691232,0
386,36,349,0,0,23.345171103845768,0
387,38,54,3,0,16.832509624180712,1
388,53,235,3,1,19.038344314228322,1
389,44,28,1,1,15.236004078207094,0
390,29,359,2,1,21.406256033907496,0
391,26,80,3,0,22.034569121245315,1
392,39,252,3,0,20.658641175126725,0
393,21,157,2,0,21.677232667157703,0
394,53,188,2,0,16.948383447089014,0
395,46,186,1,0,14.897220073180605,1
396,30,13,1,1,25.35921408907955,0
397,18,326,2,1,26.132166607321526,0
398,48,329,2,1,22.324715626506432,1
399,33,81,1,1,23.84354141503495,1
400,47,2,2,0,20.64620670831386,0
401,19,355,2,1,24.953687813323207,0
402,29,138,2,1,27.504010808988735,0
403,35,354,1,0,7.079280582294951,0
404,35,260,1,1,19.20323688111464,0
405,30,291,1,1,20.594129439333184,1
406,41,103,3,0,17.001104704896132,0
407,24,114,4,0,26.257469588447506,0
408,33,263,4,1,32.390312611458334,1
409,36,318,2,0,25.1620371586961,1
410,40,279,0,0,11.841778591572812,1
411,42,197,3,1,25.472829284700413,0
412,23,155,1,1,21.666393537877656,0
413,19,278,2,1,22.42533024842595,1
414,47,75,1,0,20.86000016815126,0
415,38,149,2,0,18.09605378744183,1
416,27,32,4,1,22.65042425773202,0
417,50,122,1,0,13.604342844163158,1
418,36,175,3,0,29.903208548798375,1
419,46,262,4,1,22.840725873527603,1
420,35,62,3,0,25.774682810625293,0
421,55,64,0,0,10.149686197460214,0
422,52,135,2,0,16.588465071092955,1
423,32,139,3,1,21.49046523679511,0
424,44,284,1,1,16.4259880182451,1
425,41,285,0,0,6.047973217563262,0
426,48,40,1,1,16.753160592873133,1
427,25,283,1,1,8.184979349825419,0
428,41,288,0,1,15.946673871217003,0
429,45,201,5,1,24.29911408194687,1
430,18,148,0,0,16.43456904751469,1
431,23,215,1,1,13.187798357787376,1
432,18,300,4,1,31.892068819585297,0
433,32,229,2,0,16.555689550709687,1
434,42,224,2,0,10.850868888687035,0
435,50,185,1,0,18.72103766414494,1
436,35,122,0,0,14.983594794819297,0
437,51,55,1,0,6.527925066150528,1
438,21,2,3,0,11.773550117770236,0
439,18,64,3,0,5.097281881441486,0
440,34,300,2,1,24.61791852095204,1
441,38,329,1,1,26.165522536035667,1
442,34,307,1,1,17.785023714437227,1
443,18,332,2,0,17.98500862545737,1
444,34,162,1,1,23.233760111609055,0
445,21,219,2,1,19.389157729410588,0
446,41,3,3,0,28.838042447054935,0
447,38,127,3,0,24.705452352039444,1
448,25,128,1,1,21.0458147569667,0
449,29,48,1,1,20.775134252639482,1
450,24,19,3,0,6.8226392482094145,0
451,34,184,1,0,7.370526368469159,1
452,44,321,1,0,15.250885145619664,1
453,25,183,3,0,21.479205937599353,1
454,40,95,1,1,26.544334945037452,0
455,29,334,1,0,23.804326238520346,0
456,27,289,2,0,17.57924746434473,1
457,33,157,4,0,21.64033240856062,0
458,24,203,1,0,17.183055985670332,0
459,29,149,3,1,27.294477680281577,0
460,23,326,2,0,24.866322324376796,0
461,54,105,2,1,15.177363844363603,0
462,35,147,2,1,25.793619824035527,0
463,28,14,3,1,26.91582318217701,0
464,37,49,2,1,24.305294620762794,1
465,33,274,2,1,23.950192028883574,1
466,32,58,3,0,29.489507809628606,0
467,41,2,1,1,21.693412410204147,1
468,42,340,2,0,19.344559800393114,1
469,29,50,2,1,23.017223491828307,1
470,29,253,0,1,17.513040083351072,0
471,32,131,1,0,6.6802627395018135,0
472,18,338,2,0,26.931088483051013,1
473,19,21,1,0,23.820659825398945,0
474,48,30,1,1,22.828206301964954,1
475,51,215,2,1,24.72159573267007,0
476,32,137,1,1,14.973167744525197,1
477,40,3,1,1,11.733334091799243,1
478,38,148,1,1,19.10931614387085,0
479,65,23,2,1,24.09735027326025,1
480,46,178,2,1,12.35319807422085,1
481,33,113,0,1,13.954954855397306,0
482,25,225,3,0,24.031411371300553,1
483,18,229,4,1,23.707661039270032,1
484,37,165,1,1,14.176956174553737,0
485,27,261,2,1,25.535441184723894,0
486,20,334,2,1,31.664484609420057,0
487,28,242,3,0,20.313559613360283,0
488,24,38,3,0,27.965983445007993,0
489,51,87,1,0,14.929110131193301,0
490,43,103,0,1,9.227908054069951,0
491,34,304,3,0,26.15135944894109,1
492,49,238,2,0,26.3673263789885,0
493,35,120,5,1,21.254595882848044,1
494,26,251,0,0,19.186416694809378,1
495,50,204,4,1,20.878941308093438,1
496,40,205,2,0,26.795746349418323,1
497,24,336,7,1,27.9679218536926,1
498,33,318,1,0,21.166775503338986,1
499,26,347,3,0,18.498051725332246,1
500,21,313,2,0,26.521080422647152,0
501,44,152,5,1,25.168519677994023,0
502,54,293,1,0,14.40658838359872,1
503,21,188,1,0,24.181756430630195,1
504,40,201,0,1,15.186296569909214,0
505,28,273,1,1,20.163536404274502,0
506,30,171,0,0,18.918220318224297,1
507,29,256,2,1,30.0998985462625,1
508,26,215,0,0,19.21883532947593,0
509,35,260,1,1,21.692118276227564,1
510,26,243,2,0,15.732551228740771,0
511,37,5,2,0,19.698776888182792,1
512,34,95,3,1,32.191965683770434,1
513,32,331,2,0,20.086564028404627,0
514,25,121,4,0,24.836512889280918,1
515,29,306,2,0,14.461975467114513,0
516,42,332,1,1,9.510706350008414,0
517,40,166,2,1,24.377936359822932,1
518,25,328,0,1,12.646622389191716,1
519,35,81,1,0,21.34766098150811,1
520,42,308,4,1,20.636328704867477,1
521,18,21,1,1,32.00638362092553,0
522,40,127,2,0,21.800378955859188,1
523,28,260,3,0,17.354228700139913,0
524,40,305,3,0,20.254080035065446,0
525,27,351,1,1,22.71693334963602,0
526,18,265,3,1,27.864381748629032,1
527,18,309,2,1,29.430471187845548,0
528,35,48,4,0,21.847577361220115,0
529,37,255,4,0,19.154362373001284,1
530,25,45,0,1,17.340916705448926,1
531,41,97,2,0,11.107670321493668,0
532,18,228,2,0,27.790821573314517,1
533,34,101,2,1,17.610319939838163,0
534,22,192,1,0,25.583907229144067,0
535,28,4,3,1,31.75517500681105,1
536,35,207,3,0,25.545949154492938,0
537,26,133,3,0,23.558801159774653,0
538,31,224,3,0,18.351086327427417,1
539,45,181,1,1,21.53772713705614,1
540,29,106,2,1,21.4021075402967,1
541,43,277,1,0,22.24084626781396,0
542,23,309,0,1,28.41104148419862,1
543,40,1,1,0,9.252627438159632,1
544,49,155,1,0,17.643775490764007,1
545,18,47,6,1,32.83721783324138,1
546,27,33,1,1,15.852685763692975,0
547,40,213,3,1,19.217749768039962,0
548,32,222,0,1,12.211838328013169,0
549,38,300,1,1,18.114114708397793,0
550,28,341,1,1,18.826547537996028,0
551,35,57,1,0,25.433072742533653,1
552,33,16,0,0,14.690564516455952,1
553,46,293,0,0,14.117750373137353,0
554,37,157,5,1,29.104343550521193,0
555,38,206,1,1,23.996509985550404,1
556,30,230,5,0,25.707215617309725,1
557,30,298,1,0,6.867493667912921,1
558,30,7,4,1,26.374153262238497,0
559,38,60,2,0,12.446258863940864,1
560,30,41,2,1,23.99197160338551,0
561,37,202,3,0,26.44607652126146,1
562,55,318,3,1,18.18939343857763,0
563,43,243,2,0,16.24700135536517,0
564,31,217,3,1,28.4567322726299,0
565,47,87,2,1,19.121896018985716,1
566,30,300,3,0,23.490059311437925,1
567,18,238,0,0,19.516890785861307,0
568,24,292,4,1,26.282359624831024,0
569,18,192,1,1,18.773165708112032,0
570,31,170,5,1,27.048572392080445,0
571,35,30,2,0,15.580869199868971,1
572,51,6,2,1,13.328245255261201,0
573,38,335,3,1,27.25412662470668,1
574,32,24,0,1,25.084072747648097,0
575,43,247,2,0,19.250974970511443,0
576,18,29,3,0,9.91182034906689,1
577,37,106,2,0,20.25631531752061,0
578,42,237,0,1,28.481418161577263,1
579,20,144,1,0,22.010748411107357,0
580,46,73,1,0,11.627322216625068,0
581,38,78,1,1,24.2724382280062,1
582,30,312,0,0,10.879777184826956,0
583,41,28,1,1,15.974594648951767,0
584,57,7,7,1,34.66734739289785,0
585,36,225,1,0,19.612477171224516,1
586,37,157,3,0,11.040190735532727,1
587,30,157,1,0,10.524019284661954,1
588,26,61,0,1,16.6008254899804,0
589,43,66,4,1,17.935572253864347,1
590,26,56,3,0,19.58713903467134,1
591,35,318,3,0,24.68169146156994,1
592,30,108,4,1,21.81868281802409,0
593,39,202,3,1,24.815310246583987,1
594,38,321,1,0,19.819950650393352,1
595,45,99,2,0,12.962140394185779,1
596,29,81,6,1,26.337191273493804,0
597,32,98,2,1,19.362349413119578,1
598,25,357,2,0,12.362109799796382,1
599,30,249,2,1,18.577679515658033,0
600,38,50,2,0,14.60932960955037,0
601,42,184,3,1,24.63181511857745,1
602,25,144,3,0,19.79653331023147,1
603,43,325,3,0,26.232005535998002,1
604,48,117,1,1,10.553777071065124,0
605,39,321,5,1,19.8914880778289,1
606,53,16,2,1,10.47414844596661,1
607,27,328,5,1,29.416873203652855,0
608,22,326,1,1,20.551327838294814,1
609,18,190,1,0,22.911969979763715,0
610,49,107,1,0,14.573784403734335,0
611,41,191,1,1,19.139661167434827,1
612,34,108,1,1,28.265236181227397,0
613,37,77,4,1,22.049003778868638,1
614,23,9,3,0,26.957732954130126,0
615,59,167,2,0,28.74857002493252,1
616,36,52,1,1,26.412506294350294,0
617,36,137,4,1,16.706082815575705,0
618,42,302,3,0,10.113240194063074,1
619,39,325,2,0,16.46529658671381,1
620,37,215,0,0,10.411255641098279,1
621,27,8,2,0,17.491807049466672,0
622,39,204,4,0,25.20905808616065,1
623,53,3,2,1,15.96753560405346,0
624,48,158,3,0,10.363620554709275,0
625,50,167,2,0,17.950129685341317,1
626,29,224,1,1,21.456151632236725,1
627,25,111,5,0,21.740589531847597,1
628,33,177,2,0,14.885075456371611,0
629,35,359,3,1,25.495769164387227,1
630,45,217,0,0,13.416125877333103,0
631,18,226,2,1,33.75759750774593,0
632,50,206,2,1,17.993835101881245,1
633,33,356,1,1,20.16290383868231,0
634,30,224,0,1,28.186892908397787,0
635,24,358,3,1,30.182908801840437,1
636,18,299,3,1,26.42479092666368,1
637,43,76,1,0,14.647504589909047,1
638,35,97,1,1,20.68580965343746,0
639,22,353,1,1,22.781439683089367,1
640,22,41,3,1,34.240308152730755,1
641,31,298,3,0,19.879322366396742,1
642,51,256,1,0,22.64130009148294,0
643,32,357,1,0,23.522987048608012,0
644,19,4,2,0,13.626346716931266,0
645,32,301,3,1,28.75683889244839,1
646,32,306,2,0,24.419083181734898,1
647,18,16,3,1,22.6472859440761,1
648,34,56,1,0,11.750606742978324,1
649,32,317,1,1,22.84647459471925,1
650,41,174,0,1,17.47217865325603,0
651,53,210,4,0,21.610625361896496,1
652,46,133,5,1,27.137480548361182,0
653,32,72,1,0,12.098002688382053,1
654,23,248,2,1,19.712958674186762,1
655,60,166,3,1,19.543972518821953,1
656,35,107,1,1,19.554434727540453,1
657,35,125,1,1,22.163050547362218,1
658,34,363,0,1,19.147247505179973,1
659,36,81,0,1,18.674528108009902,1
660,33,19,1,1,28.47752677466878,0
661,29,105,2,1,26.07141085910718,0
662,29,105,1,0,25.410765180655524,0
663,34,225,6,0,32.433381872906075,0
664,29,342,1,0,17.153504277237374,0
665,27,271,1,0,22.166974047119066,0
666,36,61,0,0,8.477520796441015,0
667,32,33,1,1,12.309557255988892,1
668,50,63,3,0,19.847019203298295,1
669,18,197,1,0,24.413677410931754,1
670,45,208,0,1,13.28471921231078,1
671,47,297,0,1,19.288198259408574,0
672,18,247,2,0,12.37650774496539,0
673,31,127,2,1,15.469631361457477,1
674,31,113,2,1,25.746569902223072,0
675,20,286,3,0,25.26609420667622,1
676,27,294,2,1,18.713123493255473,1
677,23,342,3,1,18.395216666926583,0
678,52,67,1,0,15.363034416881373,1
679,44,82,2,0,29.936187728288235,1
680,47,214,3,1,29.838887963951827,0
681,42,111,4,0,23.870126049273413,1
682,23,228,2,1,12.775792105867863,1
683,29,248,2,1,31.949227036561595,1
684,39,69,2,0,10.625293403002747,1
685,22,48,1,1,21.058606146784456,1
686,42,65,0,1,22.313811548911247,1
687,32,56,3,1,26.432883384103896,0
688,31,176,0,1,16.371011009057003,1
689,42,284,3,0,11.42107130879362,0
690,39,117,1,1,30.735944366662995,1
691,31,134,3,1,27.65314512120778,0
692,46,49,4,0,17.356616162768443,0
693,24,61,2,0,18.079237889868324,1
694,41,9,1,1,23.92462307006376,1
695,40,60,1,0,13.066703419954836,0
696,31,237,1,1,14.188213446473004,1
